,artist_name,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
2316,Sarah Spring,Under Cold Water,6ECOpOKBN29CzxonEiLEmx,69,0.263,0.114,10,-26.351,0,0.0371,0.973,0.86,0.0976,0.318,84.703,126125,4
2317,Summer Walker,Grave,6cZ7aS2UC3hfUyqJhwHb4G,64,0.653,0.468,1,-12.101,1,0.0572,0.0504,7.9e-05,0.372,0.199,96.931,185172,4
2318,Plies,Boss Friends (feat. DaBaby),7ricPitUfBJw5KX7gsBKkL,63,0.873,0.526,11,-8.467,0,0.229,0.0757,0.0,0.0839,0.674,104.978,167467,4
2319,Natanael Cano,El Nayer,6KCYZaTtjTkDoKgQr61tay,65,0.827,0.616,5,-4.014,0,0.0302,0.202,0.0,0.09,0.853,109.978,167291,4
2320,Jai Wolf,Lose My Mind (feat. Mr Gabriel),0zEKfIm5b8EUcDM3qoPXKX,64,0.606,0.775,0,-6.038,0,0.04,0.0086,0.498,0.305,0.508,140.013,258547,4
2321,Steven Goldmund,Fading Out,1GG2rqEQi9OyH1pA8A7qGl,66,0.133,0.0477,8,-26.711,1,0.0502,0.98,0.957,0.104,0.145,68.304,247250,4
2322,EARTHGANG,UP,5w3joDvFdDskgw6TvLh7vN,64,0.703,0.692,4,-6.26,0,0.168,0.343,0.0,0.382,0.659,155.992,215347,4
2323,Rod Wave,Counted Steps,4ZT91IjTYYreJiuYlBMCtN,61,0.552,0.737,0,-6.359,1,0.113,0.431,0.0,0.0786,0.799,113.252,173270,5
2324,Rod Wave,How Would You Feel,4LLAT3X8l9gcW8B6sdVYjh,61,0.821,0.593,2,-7.689,1,0.429,0.208,0.0,0.0738,0.739,157.978,165020,4
2325,Oliver Tree,Fuck,6Wt4HzxqWDuHM5b4epx2jP,65,0.826,0.486,2,-8.237,1,0.232,0.0127,1.96e-05,0.259,0.105,129.979,154682,4
2326,Mindful Behaviour,Alpha 8 Hz,5VV9fAmGLlXsK568Uax9A2,63,0.243,0.0632,1,-31.781,1,0.0838,0.996,0.794,0.106,0.0531,137.632,224049,4
2327,Mamamoo,gogobebe,6E7jAJN2e3znSHyPCdQqx8,72,0.704,0.787,0,-3.114,1,0.082,0.114,0.0,0.228,0.707,96.929,195856,4
2328,Wiz Khalifa,Never Lie (feat. Moneybagg Yo),0CLhMOVhX6TaPpugYkEsge,66,0.686,0.72,1,-5.744,1,0.0474,0.0269,0.0,0.117,0.323,140.034,213346,4
2329,Jonas Blue,Younger,4D7ERaKgv8NAeck8RzUtRz,77,0.784,0.845,3,-2.793,1,0.0596,0.286,1.59e-05,0.074,0.888,105.981,194721,4
2330,Kota the Friend,Alkaline,2HICdPKr1U60RWy1Zm5J07,64,0.768,0.527,10,-8.153,0,0.229,0.469,0.0,0.162,0.614,154.003,190253,4
2331,Omar Apollo,Frío,2R7ZNlng7Kjdo0Pp4TWNXa,63,0.689,0.836,0,-3.966,0,0.408,0.501,0.00129,0.108,0.76,85.795,125707,4
2332,Junior H,No Eh Cambiado,7uwKcfUcYQJ0BMzUKhExcC,63,0.824,0.661,5,-5.165,0,0.0297,0.769,0.000639,0.0799,0.825,105.01,174200,3
2333,SOMI,BIRTHDAY,3jsWXhE5NuPWQ4IHplv2zt,74,0.687,0.843,7,-4.242,1,0.109,0.0163,9.96e-06,0.0372,0.597,180.055,185796,4
2334,Dame D.O.L.L.A,Money Ball,69a3MMNcoDtV3mmMUcB7Ou,64,0.749,0.902,6,-5.113,0,0.146,0.282,0.00126,0.112,0.508,95.029,217307,4
2335,COIN,Let It All Out (10:05),0hkfChfdYxrcTqJZ79WDfw,63,0.657,0.397,3,-10.558,1,0.0349,0.434,0.086,0.0841,0.595,94.016,220880,4
2336,Yonder Dale,Benevolent,6PySB4GoTTMKXhH4Ksaugj,67,0.121,0.194,9,-17.193,0,0.0356,0.911,0.854,0.11,0.257,83.747,188459,4
2337,Beck,Chemical,7Lflb7ssXJ6hCcoMf5U1Wb,66,0.546,0.445,9,-6.503,1,0.0268,0.0402,0.000307,0.3,0.143,75.012,258660,4
2338,Badflower,Ghost,7w09r53aPON8ZUvEAnPe94,63,0.505,0.839,11,-4.966,0,0.0569,0.0111,0.0,0.211,0.326,139.961,259520,4
2339,Alejandro Fernandez,Caballero,5DL6BDuqhnQw8HfIvUYkm9,78,0.505,0.411,11,-6.904,1,0.0325,0.118,0.0,0.146,0.534,101.69,228507,4
2340,Mr Pillow,Comfortable Night,0WUTtM2dCgaV3DcKR1TUo0,64,0.156,0.0904,0,-23.787,1,0.0453,0.913,0.928,0.108,0.0373,134.738,226788,3
2341,Gunna,Outstanding,76PwajqH3ej4hnk9tgaJpp,63,0.829,0.73,6,-4.554,0,0.241,0.309,0.0,0.109,0.324,149.075,180780,4
2342,Gryffin,Remember (with ZOHARA),3aFxfpfeATHYg1n750dhgq,69,0.619,0.902,11,-4.157,0,0.0562,0.0953,0.0405,0.216,0.504,123.002,221130,4
2343,Jay Critch,Cameras,3w5P4hS0fBDF6or3DNKQCI,63,0.837,0.495,2,-6.963,1,0.193,0.0509,0.0,0.1,0.503,89.507,161365,4
2344,Vince Staples,So What? - Episode 01,2JRo1DJhNhZWs1TzrPNOSZ,64,0.854,0.844,2,-5.908,1,0.0519,0.00651,5.08e-06,0.186,0.832,146.041,125149,4
2345,Cody Simpson,golden thing,5y2TuOFgwlpztHlqENHQOE,70,0.37,0.281,4,-11.761,1,0.0424,0.897,0.00168,0.0952,0.296,75.191,219300,4
2346,A$AP Ferg,"Dreams, Fairytales, Fantasies (feat. Brent Faiyaz & Salaam Remi)",5oady7OSE7dH7LHiqmb3Cr,65,0.737,0.597,7,-7.333,1,0.118,0.292,0.0,0.13,0.448,92.049,222987,4
2347,FISHER,You Little Beauty,1gRQxbfL4ULWyTosgXSbWT,75,0.926,0.951,6,-5.531,0,0.0924,0.00232,0.452,0.313,0.918,123.987,206588,4
2348,Offset,How Did I Get Here (feat. J. Cole),32iPykTXUNZ9oGyACGUybq,65,0.883,0.544,2,-7.92,1,0.233,0.507,1.6e-06,0.08,0.114,129.993,276794,4
2349,Juice WRLD,ON GOD (feat. Young Thug),572BChNcXOIvtfn2TGmTKc,63,0.797,0.722,5,-6.23,0,0.0601,0.0925,0.0,0.112,0.338,145.99,250272,4
2350,Young Dolph,1 Hell of a Life,3DV3fcJ1Cgc5lVAdvw73Kx,62,0.857,0.666,7,-5.951,1,0.074,0.149,2.79e-06,0.111,0.623,139.966,159453,4
2351,Grimes,My Name is Dark - Art Mix,0QmLOjEusrUI7EraPfPOtU,65,0.516,0.842,6,-5.844,1,0.0428,0.00289,0.428,0.0997,0.46,124.021,356078,4
2352,Billy Eichner,Hakuna Matata,1ymvyDsiAUbzEhmSkfCSYh,69,0.53,0.584,0,-11.891,1,0.218,0.274,0.0,0.158,0.575,81.854,251520,4
2353,3ohBlack,All Talk,2PDXx1VHvqdWMRUP8gkJNw,63,0.633,0.79,2,-5.751,1,0.251,0.026,0.0,0.479,0.49,121.972,239880,4
2354,EXO,Ya Ya Ya,2Dn0UlDRJ4iSMlSdZ103pg,68,0.369,0.772,1,-4.049,1,0.3,0.0573,0.0,0.325,0.491,205.177,222040,4
2355,Hozier,No Plan,4byXh93siQtzKLdjKuJaAF,62,0.456,0.75,9,-4.609,0,0.0444,0.115,1.69e-05,0.114,0.564,80.019,331013,4
2356,Jonas Brothers,Don't Throw it Away,24eP9hGnGR6RCQvllQVkCm,64,0.731,0.858,1,-5.082,0,0.0981,0.0245,0.0,0.0852,0.732,102.02,172560,4
2357,Love Falk,A Whole New World,3ejZDyN8cOcVtK9P8VHfXn,68,0.408,0.0136,7,-25.169,1,0.0485,0.992,0.923,0.0939,0.125,80.948,235343,4
2358,Dreamscaper,Call to Rest,7FpuImiEfUmOWKKi4UyO9y,69,0.211,0.0287,5,-30.39,1,0.0633,0.996,0.955,0.0896,0.325,68.099,276875,3
2359,The Rolling Stones,You Can't Always Get What You Want - Single Version,6mnKM5O7HhepFd0UQO7zWt,33,0.304,0.719,0,-9.078,1,0.0661,0.466,0.000121,0.0864,0.656,86.649,289893,4
2360,The Rolling Stones,You Can't Always Get What You Want - Single Version / Mono,7mahGnmrfZdcI1yqUozQEb,33,0.29,0.708,0,-8.38,1,0.0456,0.442,0.000843,0.081,0.579,86.455,292040,4
2361,Bastille,Good Lesson,17A4oka5TxcxKpLVTiAihP,45,0.663,0.764,3,-6.587,1,0.0984,0.0482,0.0,0.261,0.456,98.008,210933,4
2362,Clifford Solum,Supine,1jobGkripmhfeTzWOiZ1sZ,64,0.141,0.0309,4,-30.912,1,0.0401,0.962,0.97,0.095,0.0536,76.112,230250,3
2363,Mabel,Mad Love,79JBjIq90BrQ8Ws0pUhlzD,80,0.622,0.796,0,-2.999,0,0.172,0.667,0.0,0.106,0.62,197.705,169813,4
2364,Stephen Puth,Look Away,48IZ6I5KgIrKL8rATErZvB,63,0.787,0.443,3,-6.709,0,0.0291,0.172,0.0,0.278,0.63,106.535,184128,4
2365,Tank,I Don't Think You're Ready,655Rn61lnxQYZ0LKBy79Mm,64,0.782,0.491,2,-5.554,1,0.26,0.641,0.00743,0.241,0.664,135.961,163507,4
2366,Pathos Humano,Spirito,7t8ODF7MgfkJzRRkpNb4DP,65,0.11,0.137,8,-22.201,1,0.05,0.671,0.869,0.116,0.157,62.128,278000,4
2367,The Rolling Stones,Honky Tonk Women - Mono,4KyRUiZSlMWJuvGvYzRx5V,29,0.571,0.905,7,-4.885,1,0.0477,0.485,0.00935,0.0458,0.963,120.791,183173,4
2368,Danny Ocean,Cuando Me Acerco A Ti,1Q4DK5GLldkubj5GtCzbs7,74,0.736,0.543,9,-9.037,1,0.24,0.183,0.0,0.197,0.245,91.913,193435,4
2369,2 Chainz,Momma I Hit A Lick (feat. Kendrick Lamar),7jKUnzzOGhAlPjr7LkIUlE,64,0.796,0.467,11,-6.293,1,0.34,0.202,3.32e-05,0.206,0.4,179.974,173760,3
2370,Jaden,On My Own,4D1eVq5AUILwjg3tAe7o6M,66,0.344,0.843,1,-3.711,0,0.0422,0.0214,0.00345,0.189,0.219,97.5,244720,4
2371,DDG,ARGUMENTS,3QOgwS9cSv0BITHR5edyp7,62,0.719,0.446,10,-12.86,0,0.165,0.675,0.0,0.122,0.352,94.024,221641,4
2372,Jack Stauber's Micropop,Baby Hotline,1R8kvV2AgNPCA2Pp4Im1Ao,64,0.74,0.357,0,-9.921,1,0.0352,0.377,0.047,0.328,0.453,119.973,291318,4
2373,YSN Flow,Want Beef? 2.0,7fxQmoMf84inucOZNzM8iz,63,0.742,0.382,2,-12.062,1,0.201,0.459,0.0,0.338,0.385,119.906,162901,4
2374,Pentatonix,Carol of the Bells,4lRJn8pMjprzSBf7IhWL7D,64,0.481,0.609,0,-7.075,0,0.0407,0.306,0.0,0.129,0.549,172.225,195973,3
2375,iann dior,cutthroat,6Dww26l37RgujIGsfDmDLp,64,0.659,0.594,2,-5.785,1,0.0496,0.116,0.0,0.104,0.232,77.994,210808,4
2376,Fall Out Boy,Bob Dylan,3liDoBAc3NGI8tmWUTOAed,66,0.494,0.915,9,-3.623,1,0.0484,0.000353,0.0491,0.352,0.522,100.08,193040,4
2377,JTres,El 7 De Fontana,0uY8iUh4kIITAKwz3zCEWI,65,0.75,0.632,5,-5.428,1,0.0622,0.415,3.25e-06,0.0637,0.968,115.632,147507,4
2378,Matter and Energy,Quantum,531T2IlqucxLsyDPtw6LSv,68,0.0902,0.0445,1,-23.641,0,0.0419,0.97,0.884,0.0875,0.0412,77.326,175643,3
2379,Knowmadic,Faces,5n16dEoZ1OwdpqOIK13m1X,66,0.615,0.424,11,-12.324,0,0.114,0.968,0.809,0.106,0.178,159.033,133165,4
2380,Jeremy Camp,Dead Man Walking,1z5YtEopKg5pyjCM3BEsr5,63,0.518,0.799,1,-4.675,0,0.0455,0.0337,0.0,0.12,0.358,179.784,187267,3
2381,Fioretta Rizzo,Nel bisogno si riconosce il vero amico,1rUG0qJbwGySkGj9yd1GuJ,69,0.3,0.0845,0,-25.451,0,0.0485,0.992,0.951,0.123,0.148,67.976,110035,4
2382,Avicii,SOS,0n2nEtLP3OzDdi12ziIekx,72,0.802,0.645,5,-6.181,0,0.0715,0.272,0.0,0.119,0.376,100.001,157202,4
2383,Smokepurpp,Audi II,5OYYacWV45MGBnFakswH5d,56,0.758,0.577,1,-6.716,1,0.433,0.0353,0.0,0.127,0.425,139.942,164639,4
2384,Luke Combs,Beautiful Crazy - Acoustic,5v05DdK7dCqmImUj4PLxOE,63,0.45,0.262,11,-10.423,1,0.033,0.851,0.0,0.102,0.488,102.656,193234,4
2385,Bastille,When I Watch The World Burn All I Think About Is You - Demo,2Db90T16NxFtJyqiICooVu,43,0.508,0.3,0,-8.619,0,0.0272,0.839,0.0,0.0809,0.506,73.976,192213,4
2386,Billy Currington,Details,4MCPNnJkkIzNGCCBE9XVhX,62,0.678,0.714,5,-4.03,1,0.111,0.0164,0.0,0.298,0.868,139.991,201053,4
2387,John Williams,Star Wars: Main Title,6pZulJG7dfNrI1IOFl0wDI,20,0.238,0.348,0,-12.921,1,0.0389,0.809,0.909,0.135,0.0883,117.896,336973,4
2388,John Williams,"Duel of the Fates (From ""Star Wars: Episode I - The Phantom Menace"")",2VvAAjMzOKXkJ9t8N9Rbup,17,0.39,0.5,2,-13.052,0,0.045,0.823,0.854,0.374,0.293,73.457,274200,4
2389,John Williams,"Battle of the Heroes (From ""Star Wars: Episode III - Revenge of the Sith"")",5w240ppecPloj05JsUhc3k,15,0.268,0.396,0,-13.363,0,0.0334,0.907,0.895,0.155,0.0784,93.874,216080,4
2390,John Williams,"The Throne Room (From ""Star Wars Episode IV: A New Hope"") [Trumpet Octet]",04EHYf6P5xHh1CSdg0GpNn,12,0.493,0.301,5,-9.256,1,0.0396,0.984,0.942,0.094,0.431,118.265,110275,4
2391,John Williams,"Across the Stars (Love Theme) [From ""Star Wars: Episode II - Attack of the Clones""]",29bj716zgPvWBInJOJNQLa,14,0.0881,0.144,0,-18.702,1,0.0396,0.907,0.936,0.116,0.0396,76.149,363507,1
2392,John Williams,"Princess Leia's Theme (From ""Star Wars: Episode IV - A New Hope"")",5uqvyobQp51FU0LhJ19JxO,13,0.114,0.0595,4,-21.527,1,0.0439,0.95,0.818,0.142,0.031,80.338,279453,4
2393,John Williams,"The Throne Room / End Title (From ""Star Wars: Episode IV - A New Hope"")",77K4rM93ibFfwjOk2xQxqi,13,0.153,0.352,0,-13.922,1,0.036,0.904,0.853,0.637,0.138,61.095,310373,4
2394,John Williams,"The Imperial March (From ""Star Wars: Episode V - The Empire Strikes Back"")",7bae0HAKfnveflPoF0Defc,14,0.508,0.429,7,-14.091,1,0.0385,0.847,0.903,0.139,0.143,102.822,190600,4
2395,John Williams,"Anakin's Theme (From ""Star Wars: Episode I - The Phantom Menace"")",7ymFCVEfxCpK65Jegp12kN,14,0.0714,0.105,4,-22.305,1,0.0425,0.93,0.957,0.154,0.0357,76.606,190040,3
2396,John Williams,"March of the Resistance (From ""Star Wars: Episode VII - The Force Awakens"")",1AbRnTG2tZHM45gVlOAvyS,11,0.558,0.288,0,-15.484,0,0.0307,0.961,0.772,0.173,0.538,99.608,158653,4
2397,John Williams,"Parade of the Ewoks (From ""Star Wars: Episode VI - Return of the Jedi"")",1DeHFCLrjD42cNPvbTq1m5,10,0.47,0.192,5,-17.645,1,0.0357,0.942,0.764,0.106,0.282,110.916,229547,4
2398,John Williams,"The Asteroid Field (From ""Star Wars: Episode V - The Empire Strikes Back"")",2omEVwAqyWNYPwpmjx08tA,11,0.439,0.361,0,-15.289,1,0.0366,0.907,0.92,0.104,0.202,75.54,279320,4
2399,John Williams,"The Battle of Crait (From ""Star Wars: Episode VIII - The Last Jedi"")",3dHnclAIgaWV4r5iaUJnFR,11,0.22,0.391,2,-15.004,0,0.0704,0.891,0.882,0.107,0.16,74.936,441893,4
2400,John Williams,"Han Solo and the Princess (From ""Star Wars: Episode V - The Empire Strikes Back"")",53ciIG4t4xAgbb5fInJv1y,11,0.133,0.117,4,-19.614,1,0.0409,0.948,0.891,0.0769,0.0359,98.972,353960,5
2401,John Williams,"Yoda's Theme (From ""Star Wars: Episode V - The Empire Strikes Back"")",6UCCB8o9mKiVhrlWXzDVDT,12,0.158,0.0581,4,-20.861,0,0.0386,0.941,0.861,0.106,0.0378,59.743,241027,3
2402,Masters of Binaurality,Gamma Freq Pads,1yOlQ6v0E3Jgo9iY0dtMyQ,66,0.205,0.121,10,-16.988,0,0.0489,0.713,0.939,0.11,0.0283,71.895,220606,3
2403,John Williams,"Rey's Theme (From ""Star Wars: Episode VII - The Force Awakens"")",2EWYKoT4eF5HkzB6cxw1H1,11,0.212,0.136,10,-18.576,1,0.0327,0.959,0.922,0.068,0.179,103.316,187053,4
2404,John Williams,"The Forest Battle (From ""Star Wars: Episode VI - Return of the Jedi"")",4y3yITgIIfISkU5oskAXYt,9,0.374,0.393,0,-14.881,0,0.0415,0.871,0.733,0.0998,0.438,150.544,257200,4
2405,John Williams,"Ahch-To Island (From ""Star Wars: Episode VIII - The Last Jedi"")",6jGSzJHVvgvyrrRErnLltU,10,0.145,0.0909,7,-20.958,0,0.0377,0.946,0.9,0.101,0.0386,139.307,251320,3
2406,John Williams,"Luke & Leia (From ""Star Wars: Episode VI - Return of the Jedi"")",7p76wuCAAki2LTTMrqPL7J,10,0.126,0.0609,9,-21.555,1,0.0431,0.933,0.959,0.0661,0.0329,69.726,293040,4
2407,Kim Petras,Icy,5uVRkwOe3DGXxeLhEXhonQ,66,0.461,0.688,6,-4.63,0,0.0795,0.0243,0.000239,0.24,0.34,192.94,189803,4
2408,Bastille,Comfort Of Strangers,3cLOQKqsqAHxNp4fkvpyVx,42,0.723,0.726,8,-7.038,0,0.0507,0.407,6.12e-06,0.231,0.808,130.01,229680,4
2409,Bastille,Final Hour,6zBqMxlTBJV6dzJE5QXLsV,43,0.764,0.779,11,-5.652,1,0.0649,0.0614,0.0,0.11,0.737,122.964,188947,4
2410,Green Day,Father of All...,2mfs3UOe9AtmvJyRJsI27f,69,0.462,0.912,11,-4.07,0,0.226,0.000138,0.0,0.0357,0.722,163.937,151363,4
2411,Bastille,Hangin',3s7q7sn5DaRtAuOo2ft9BD,43,0.609,0.797,1,-6.109,0,0.0418,0.416,1.07e-05,0.0979,0.805,139.971,209760,4
2412,Surfaces,Keep It Gold,2yUx1yDodVaZ7owq8JomOZ,64,0.778,0.695,11,-5.022,1,0.0435,0.115,0.000626,0.796,0.618,105.025,253714,4
2413,Eladio Carrion,Mi Error - Remix,0lbhKycRyqkOMKZ6thzfU4,76,0.663,0.841,7,-3.42,1,0.104,0.0985,0.0,0.45,0.432,174.021,315862,4
2414,Bastille,Easy Days - Demo,1DItG4X730acrMgV8E1gds,42,0.813,0.309,6,-10.116,1,0.0494,0.66,8.59e-06,0.195,0.672,130.031,172387,1
2415,Hoodie Allen,Come Around,2zkhW5YaOPPaPgNWXmjTjF,63,0.726,0.727,9,-4.919,1,0.0969,0.363,0.0,0.231,0.815,77.543,166696,4
2416,ATEEZ,Wave,28xjm4FnnGI4Xnds7VoNSl,70,0.624,0.86,1,-3.346,1,0.0387,0.0886,1.1e-05,0.123,0.447,99.968,203933,4
2417,Calma,Deep Healing,7gcBSI6Mct6bp2rmjauJ4B,66,0.164,0.0849,7,-23.566,0,0.0328,0.903,0.909,0.13,0.0324,86.967,189924,1
2418,blink-182,Blame It On My Youth,5vGtrfeMjb03aDHGDaIakG,67,0.439,0.941,8,-3.034,1,0.211,0.0497,0.0,0.21,0.607,170.149,185987,4
2419,DREAMERS,Die Happy,6NJ5Q5QujNwwsst5mdSEfF,64,0.573,0.873,0,-3.838,1,0.0297,0.000431,0.0,0.403,0.842,102.012,186903,4
2420,Tove Lo,Glad He's Gone,6aIAuKNU8JlVaTmoCYYN6U,69,0.795,0.595,1,-8.073,1,0.0698,0.0823,0.0,0.128,0.502,91.025,196348,4
2421,Bastille,Million Pieces,75cBWwcUdfzQfoj4d16IPP,41,0.217,0.779,1,-6.079,1,0.0903,0.674,0.0,0.331,0.43,82.989,283840,3
2422,FKA twigs,mary magdalene,7Ej5VWvFlzGRvstFG3i6Yc,67,0.391,0.444,1,-13.137,0,0.119,0.486,3.16e-05,0.111,0.159,171.858,321067,5
2423,Brytiago,La Mentira - Remix,4jBpZsZ9qx3cZhoEfuKElF,74,0.811,0.695,5,-3.942,0,0.246,0.395,0.0,0.109,0.51,93.991,388800,4
2424,BigKlit,Liar,53yWQ1FObrwPlVYCZdR6es,66,0.883,0.492,7,-12.118,1,0.354,0.339,0.0,0.166,0.59,94.959,146526,4
2425,Jason Aldean,Some Things You Don’t Forget,0Tbds0X7yVxZdzmk9x1lNf,62,0.372,0.858,7,-4.274,0,0.0389,0.00229,1.86e-05,0.347,0.519,165.943,199640,4
2426,Witt Lowry,Ghost,6a0JNVksUWTzdQ2H0r9nBd,64,0.722,0.59,8,-7.398,1,0.104,0.0792,1.73e-05,0.109,0.217,148.132,224595,4
2427,Doja Cat,Shine,5xIDCYGTyLaDkiaaulVPcJ,64,0.567,0.629,11,-6.075,0,0.241,0.421,0.0,0.102,0.289,112.087,160133,5
2428,Noah Kahan,Young Blood,5ngcqrs4Xq915GUqNtNNr5,67,0.671,0.463,11,-8.534,1,0.0439,0.391,0.0,0.162,0.344,85.002,208533,4
2429,Mau y Ricky,Desconocidos,56f5qnyAlZdlz8wrUDA50h,79,0.719,0.753,7,-4.891,1,0.179,0.118,4.21e-06,0.212,0.675,174.107,204564,4
2430,ZAYN,A Whole New World (End Title),4U9CF27YlwHRtUGKUzhUTT,69,0.302,0.414,2,-8.16,1,0.0319,0.0575,0.0,0.0861,0.105,110.508,242956,4
2431,Tee Grizzley,Sweet Thangs,1ZHbGd0JjlE5pjvlmYwYTr,62,0.725,0.782,2,-2.182,1,0.152,0.154,0.0,0.0662,0.428,95.532,170830,4
2432,Quality Control,Bless Em (Takeoff feat. Travis Scott),3aaRK3htdVkK2pqOI64FEb,65,0.808,0.907,0,-4.027,0,0.0865,0.0592,0.0,0.139,0.721,158.994,180447,4
2433,DaVido,D & G,0xr7t6jQWzFsZ9XwfcxAu7,67,0.525,0.567,0,-7.263,0,0.176,0.0877,0.0,0.0774,0.685,96.926,172500,4
2434,Bastille,Can’t Fight This Feeling,2Q51iNcSFrqeta1MiyqCWg,39,0.374,0.352,9,-8.935,1,0.0318,0.924,0.00189,0.0818,0.157,77.924,198889,4
2435,Dreamville,"Oh Wow...Swerve (with J. Cole feat. Zoink Gang, KEY! & Maxo Kream)",7wxDKfgFtRTbupcG4xDhtj,63,0.509,0.703,1,-6.097,1,0.512,0.39,0.0,0.269,0.301,174.259,275987,4
2436,Aenor,Pachm,5399qRI8W27gFhEdl0WYST,68,0.393,0.0563,8,-23.868,0,0.0435,0.993,0.923,0.104,0.345,70.185,112440,5
2437,Bethel Music,Goodness of God (Live),1gj9poFl2mLKkguqWo5Y1i,65,0.466,0.67,8,-4.701,1,0.0297,0.155,0.0,0.145,0.395,126.142,296400,4
2438,Alicia Keys,Show Me Love (feat. Miguel) - Recorded Live at Jungle City Studios,5S2Cpe6R4pV2dcJZkr6BzF,50,0.565,0.353,8,-10.146,1,0.0312,0.795,0.0,0.122,0.504,120.147,264833,4
2439,Elevation Worship,It Is So,7rVrwI6qusX75vKxGK2dyv,64,0.438,0.514,2,-8.479,1,0.0318,0.116,0.0,0.73,0.201,146.797,350358,3
2440,Yung Pinch,Cross My Mind,5EQJi4cqnTHr28FkssA4kJ,63,0.741,0.621,2,-8.716,0,0.0416,0.26,0.0,0.119,0.267,117.941,196269,4
2441,Ari Lennox,Broke (feat. JID),3UqLP9Cq1DNryqu9scjak0,63,0.894,0.307,1,-8.941,0,0.115,0.173,0.0,0.0831,0.48,120.001,242000,4
2442,Romeo Santos,El Beso Que No Le Di,2kcc5humLS6PKOI9rwvXex,69,0.899,0.725,4,-3.831,0,0.044,0.0611,6.1e-06,0.0928,0.961,128.034,207480,4
2443,FLETCHER,I Fall Apart - Recorded At Electric Lady Studios NYC,0MVvZYjUh20I13vor30dYe,65,0.447,0.4,1,-8.462,0,0.0285,0.159,4.09e-06,0.153,0.164,75.959,231630,4
2444,The Game,City Of Sin,07tFPQGY1IQpMOHGK6lBi0,20,0.258,0.42,6,-8.714,1,0.0286,0.624,0.0794,0.154,0.253,141.732,103919,4
2445,The Game,I Didn't Wanna Write This Song,37xJkcy8EU936Qf9FfeCQx,13,0.473,0.535,0,-8.664,1,0.16,0.713,0.0,0.136,0.53,94.062,261909,4
2446,Falling In Reverse,Drugs,5BkCDt5w0WOGgBgDC7T39i,67,0.503,0.904,2,-3.895,0,0.048,0.000482,0.0,0.132,0.384,165.099,231920,4
2447,Train,Mai Tais (feat. Skylar Grey),58e08QJdz9zs7AY2KiiHBt,66,0.6,0.701,11,-6.035,1,0.0606,0.139,1.21e-06,0.12,0.723,163.975,224813,4
2448,STARSET,MANIFEST,4a8hN7I0sLKib8C5wCuxwE,65,0.526,0.874,7,-5.96,0,0.0494,0.000145,0.000168,0.252,0.527,147.946,267360,4
2449,2KBABY,Dreaming,2H7mCiabia6clVL6cW1lzr,63,0.788,0.676,1,-8.518,1,0.199,0.213,0.0,0.118,0.554,160.003,144000,4
2450,Joseph Beg,Too Late Now,0dfdqbbN5nGqEZorAKmSEP,63,0.212,0.257,7,-19.837,0,0.0286,0.894,0.96,0.11,0.0324,88.044,198698,4
2451,Bastille,Bad Decisions,0jng4BNDnDrjcInGBBlgvO,36,0.635,0.718,8,-7.041,0,0.0267,0.0446,0.0,0.0944,0.632,93.982,189733,4
2452,NCT DREAM,Don’t Need Your Love,7oEm5Q1virEUB9H0XjWZzF,71,0.619,0.881,7,-4.683,1,0.0834,0.0632,0.0,0.103,0.769,160.145,201880,3
2453,Bastille,Quarter Past Midnight,2osu2VrVZzIR09McoYuThF,36,0.537,0.761,8,-6.179,1,0.0914,0.312,0.0,0.148,0.47,77.499,198973,4
2454,Bastille,The Waves,5Vs1xsXhj1NeHACCEM38iC,35,0.614,0.725,11,-7.513,1,0.179,0.309,1.81e-05,0.104,0.575,148.058,240653,4
2455,YNG Martyr,Nike Ticks,7uD6fsES7FH0tdKOfQOWHf,65,0.779,0.435,10,-12.745,0,0.542,0.334,0.000114,0.0924,0.525,188.223,102137,4
2456,Tyga,Bop,0EzRnjtN5ER0wu1IudNom8,66,0.936,0.59,9,-6.499,1,0.231,0.0506,0.0,0.0696,0.504,103.113,179004,4
2457,YUNGBLUD,hope for the underrated youth,24qhW8fqWyrMHqkBfM2HPk,70,0.225,0.774,11,-3.18,0,0.0483,0.0222,0.0,0.111,0.167,157.525,240907,4
2458,3LAU,Better With You,3D37T7euWvVJ45evRmriIh,65,0.571,0.752,3,-4.872,1,0.0293,0.0196,6.92e-05,0.114,0.25,102.043,192941,4
2459,Bastille,Doom Days,4IOwRjd5KLmWp5yXpvTLOE,35,0.669,0.621,10,-8.692,0,0.0663,0.644,0.0,0.155,0.567,137.067,138107,4
2460,Bastille,Divide,1JqXG6xAEnCC8pQnYdpIif,35,0.546,0.432,10,-7.629,0,0.0458,0.619,0.0,0.142,0.283,108.938,232120,4
2461,Vas Bela,Éjszakai,2qHGPanT2ux9hwZDbmPr8t,69,0.201,0.00272,10,-35.169,1,0.041,0.987,0.879,0.116,0.0992,68.22,152000,4
2462,Bastille,Nocturnal Creatures,65oNAPjXaujHfSvo0X6vIE,34,0.618,0.769,1,-6.376,1,0.0553,0.344,0.0,0.141,0.322,116.982,232013,4
