,artist_name,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
1367,Roberta Campos,Fique Na Minha Vida,4IXlqa92r4puuQaXiXU2ow,56,0.548,0.401,9,-7.63,1,0.0282,0.592,0.0,0.134,0.578,75.874,180827,4
1368,KVSH,I Don't Know Why,1BRHm6OheXBddJuOT3laxX,57,0.664,0.794,1,-5.958,1,0.0424,0.0145,1.45e-05,0.159,0.204,123.982,205176,4
1369,Wesley Safadão,Raparigueiro da Roça - Ao Vivo,4rf0H3SO3s3sqV70gz0jxH,56,0.547,0.936,2,-4.868,1,0.0704,0.0383,0.0,0.0765,0.826,183.921,153367,4
1370,Dfideliz,Interlúdio,0qj8h0mbnF2dD6dwaomOIf,43,0.56,0.652,2,-7.749,1,0.0631,0.665,0.0,0.419,0.347,147.422,81239,4
1371,MC Luan da BS,TBT,4DUDWxsQXwCKggWPkwT0Mc,56,0.576,0.691,6,-1.094,0,0.0787,0.679,7.83e-06,0.062,0.758,86.268,159504,5
1372,Rodriguinho,Tô Com Saudade / Alô / Dividido,1sWTcRWqKCxTJyPKhMjKOC,56,0.616,0.826,9,-4.002,1,0.0422,0.265,0.0,0.332,0.523,88.044,327443,4
1373,Dfideliz,Hoje Eu Tô Bem,6fAQeVfTkFzLwPFIZGMOpA,43,0.741,0.685,11,-5.231,0,0.05,0.253,0.0,0.124,0.205,120.999,163102,4
1374,Lizzo,Juice,0k664IuFwVP557Gnx7RhIl,82,0.767,0.889,7,-2.988,1,0.0963,0.00611,0.0,0.402,0.843,119.93,195145,4
1375,Bruninho & Davi,Bipolar - Ao Vivo,6UBUMyq3zEiCDgExgNODtR,56,0.67,0.601,8,-9.738,0,0.0334,0.12,2.86e-06,0.67,0.554,91.0,188242,4
1376,Lourena,Fogo,3EaEZXAL1JIuV69lig1o96,48,0.658,0.426,0,-7.338,0,0.135,0.146,0.0,0.115,0.426,74.478,181800,4
1377,Black Alien,Real Gold,4qQm3DuFEVsqp2GWjkNFli,56,0.772,0.509,6,-12.05,1,0.0401,0.525,0.00364,0.119,0.903,95.006,197840,4
1378,(G)I-DLE,LION,4TArUx34wOehwpnbXlKBQY,77,0.737,0.726,4,-5.168,0,0.0347,0.0237,0.0,0.124,0.182,109.991,210960,4
1379,Enzo Rabelo,Calma,1F7ESvwMjeswBzvfqEtjfU,56,0.789,0.775,9,-3.701,1,0.045,0.437,4.58e-06,0.416,0.504,126.952,164133,4
1380,Mc Don Juan,Em Busca de um Amor Tranquilo,7KSD4SWXfs5jsoAYGN2ahv,56,0.85,0.499,5,-4.598,0,0.0604,0.307,0.0,0.059,0.79,132.051,149091,4
1381,Halsey,Finally // beautiful stranger,5YvcUK2eXJ2OllqDuEg18S,68,0.438,0.536,9,-5.124,0,0.0349,0.0632,0.0,0.123,0.113,134.05,221096,4
1382,TOMORROW X TOGETHER,9 and Three Quarters (Run Away),2MsNSKQNQNRklkKFxxvIav,78,0.639,0.756,1,-4.42,1,0.0608,0.0055,0.0,0.13,0.532,128.937,211867,4
1383,MC Paulin da Capital,Vt Tá na Bota,7cYPd2YwMKeurCJbTqi0Pq,56,0.656,0.559,6,-5.407,0,0.499,0.181,0.0,0.0823,0.522,91.305,184656,3
1384,Anitta,Get To Know Me,32lyOiqQrmCUICCcBfkBeG,60,0.634,0.84,5,-3.554,1,0.042,0.251,0.0,0.623,0.799,170.007,162139,4
1385,Stevie Wonder,Someday At Christmas,1YozkrcAw9V9QunBm8VKbl,10,0.383,0.391,5,-10.386,1,0.031,0.722,0.0,0.12,0.213,99.7,170840,4
1386,Stevie Wonder,What Christmas Means To Me,0HL2huvJP4L5t4JMckw94I,9,0.524,0.612,0,-8.053,1,0.0362,0.202,0.0,0.0802,0.768,82.226,147800,4
1387,Stevie Wonder,Ave Maria,6l3IOrD2w9jvDTvO6RWjJJ,4,0.265,0.27,0,-12.492,1,0.0286,0.723,3.69e-05,0.12,0.153,86.242,236080,3
1388,Stevie Wonder,The Christmas Song,1HQv3Zg6aa854VsG5reDKD,0,0.389,0.24,5,-11.545,1,0.0347,0.523,0.0,0.147,0.237,131.411,186507,4
1389,Stevie Wonder,Silver Bells,1NpWPB9gD9uMtJdH1h1ao1,0,0.41,0.336,2,-10.468,1,0.0301,0.384,0.0,0.214,0.547,114.59,142560,3
1390,Bhaskar,Tempus,3SfmK4VvYFD3de1XIKBjQi,57,0.695,0.71,11,-11.503,0,0.043,0.263,0.0127,0.104,0.506,124.018,203710,4
1391,Stevie Wonder,The Little Drummer Boy,4NYAQ7J5TsU4EpPHF0tAyZ,0,0.524,0.448,2,-13.53,1,0.0593,0.442,0.0,0.111,0.35,134.51,185453,4
1392,Stevie Wonder,Christmastime,7GqPbisG8VYcGhXMqBrYdE,0,0.347,0.267,0,-12.74,1,0.0281,0.191,0.0,0.153,0.318,79.059,153707,4
1393,Fabio Brazza,Tattoo,65WbRpNqHIlyJ7V8U4yspX,56,0.701,0.654,0,-7.795,1,0.283,0.199,0.0,0.086,0.709,81.872,189550,4
1394,Breno & Caio Cesar,Lei do Retorno,2iAOoFi93Wr2quIhnfNw2y,56,0.634,0.817,7,-4.509,0,0.0368,0.232,0.0,0.21,0.844,127.18,167244,4
1395,Ludovico Einaudi,I giorni,62SVyWhZnvPMrEpdaZ9ufI,1,0.361,0.122,2,-25.11,1,0.0536,0.976,0.891,0.135,0.105,130.453,381150,3
1396,Ed Sheeran,Antisocial (with Travis Scott),1DhRbox3xkceP64k3JeYfW,79,0.715,0.823,5,-5.313,0,0.0495,0.133,0.0,0.361,0.91,151.956,161747,4
1397,Meno Tody,Trapstar,1zcHJODfvxGKRu2FuU60Ke,56,0.852,0.305,5,-18.61,0,0.28,0.0221,0.0102,0.11,0.541,77.009,204058,4
1398,James Arthur,Naked,2fmyrECK6bdfoGven0UMZx,71,0.527,0.61,6,-6.793,1,0.0405,0.084,0.0,0.0572,0.294,102.012,233400,4
1399,Dfideliz,Essa Noite Eu Bebi Amor,4NNHnTsCv4aivtWGz0ng0x,42,0.755,0.609,6,-7.577,1,0.0905,0.387,1.13e-05,0.0869,0.792,80.052,135279,4
1400,Lana Del Rey,Love song,5tyMJlMqaggzvuX7TtlrTe,74,0.374,0.0694,9,-16.529,1,0.0392,0.965,0.000368,0.0807,0.241,134.238,229326,4
1401,Dfideliz,Oração,0mCgPROKU5HROrfYz73HGu,42,0.745,0.648,11,-8.789,0,0.181,0.475,0.0,0.104,0.219,114.762,189914,4
1402,Wesley Safadão,Pra Você Voltar Pra Mim - Ao Vivo,08BM2qVBJYkltJVn4B9wPH,56,0.594,0.901,7,-3.718,1,0.0533,0.351,4.58e-05,0.444,0.765,171.052,220702,4
1403,Maluma,HP,1LIqNVhaIgxXUt2eVoIQJ3,85,0.837,0.791,4,-3.157,0,0.0773,0.252,1.14e-06,0.188,0.618,91.98,184436,4
1404,Buddy,Vencemo,2PHugyVcwpbzP2S1w3fDTA,56,0.879,0.42,11,-8.887,0,0.389,0.414,0.0,0.0812,0.362,99.01,193939,4
1405,Wesley Safadão,Saudade Teimosa - Ao Vivo,5Z4zYY5DcXmbhJjAboYA3I,56,0.579,0.873,4,-5.459,0,0.0965,0.0396,0.0,0.386,0.397,91.986,202586,4
1406,MC Kevin o Chris,Rola Os Dados,7wemDHW8UGVec43goUHoSD,56,0.424,0.491,10,-6.4,0,0.158,0.636,0.00422,0.18,0.252,75.059,161613,4
1407,Ferrugem,Não muda - Ao vivo,5OnORKIrSUjlfOnqqk5cMQ,56,0.555,0.762,7,-5.972,1,0.0479,0.541,0.0,0.419,0.763,80.033,156847,4
1408,Mc Magal,Do Lixo Ao Luxo,35a8t2uqybllVGC84x52Km,56,0.648,0.512,9,-7.372,1,0.276,0.375,0.0,0.11,0.784,165.672,271961,4
1409,Jonas Blue,What I Like About You (feat. Theresa Rex),4NSW0Km5ZG60L8FthUebPJ,83,0.46,0.8,1,-3.584,1,0.05,0.289,6.16e-06,0.121,0.553,102.46,220396,4
1410,Sech,Otro Trago,1Ej96GIBCTvgH7tNX1r3qr,86,0.747,0.7,0,-4.669,1,0.341,0.136,0.000167,0.11,0.62,176.036,225933,4
1411,Dfideliz,Sua Safada,7Cl1hJiqszgIkQ7ZM3gnEh,42,0.946,0.731,11,-7.222,0,0.0613,0.00361,0.000107,0.101,0.373,119.979,144492,4
1412,David Guetta,Stay (Don't Go Away) [feat. Raye],4YhN72dRYL2Z3MsaKyT7rS,77,0.669,0.797,9,-5.68,0,0.0624,0.259,0.0,0.199,0.552,119.865,185943,4
1413,Vanessa Da Mata,Só Você e Eu - Acústico,4nELAWkRLjr7BKmhZ10aUi,56,0.349,0.497,1,-10.723,1,0.0316,0.696,2.38e-06,0.128,0.842,79.322,199141,4
1414,João Guilherme,Mapa Astral,4mWGfs79z8f0xpgeOs8fV0,56,0.662,0.485,4,-8.752,0,0.0962,0.141,0.0,0.131,0.46,81.056,164258,4
1415,MC GP,Ela Bebeu Surtou,00314r7dPEVFJvETEjXKTH,56,0.921,0.325,11,-6.442,1,0.573,0.147,0.000279,0.0458,0.527,132.957,174185,4
1416,Lagum,Vai Doer no Peito,1TL4vEwrVH9hLgjVfggYsD,56,0.801,0.49,1,-8.489,1,0.0303,0.352,1.72e-05,0.098,0.962,94.019,223933,4
1417,Flo Rida,Florida - Seaside Mix,7gyJCxfqvNQ5PcyRAHq7tR,2,0.796,0.903,5,-7.486,1,0.0766,0.000267,0.904,0.33,0.203,122.009,194000,4
1418,MC Kekel,Partiu 2,05Dr4uoO31pU2ouolZyhS1,56,0.798,0.595,2,-5.546,1,0.114,0.0926,4.01e-06,0.0726,0.378,88.584,160602,5
1419,Avine Vinny,Boa Sorte Aí,1TWZd9SZvhMsQpX5StjY0v,56,0.656,0.818,7,-5.389,1,0.0426,0.208,0.0,0.539,0.496,147.935,201125,4
1420,Chitãozinho & Xororó,Única,2DoPNlrZXy7GcKLZ4V3KA8,57,0.466,0.725,3,-5.902,1,0.0424,0.00583,0.0,0.0833,0.334,129.66,265071,4
1421,Carlos Viernes,Vamos Pa La Playa,1BJ6FYThq6GMR7OEH2jtfh,63,0.883,0.542,11,-4.487,0,0.0485,0.237,0.0,0.136,0.81,126.834,237505,4
1422,Derek,Kylie Jenner,4aAtZsGjzdMfWSKh5DM4sI,56,0.869,0.666,8,-5.098,1,0.328,0.0387,0.0,0.356,0.388,140.018,121895,4
1423,Melanie Martinez,Drama Club,6FcNLunvzsHCVVf4TGYULM,73,0.633,0.655,5,-6.653,0,0.0622,0.375,0.0,0.145,0.512,74.052,225641,4
1424,Taylor Swift,The Archer,3pHkh7d0lzM2AldUtz2x37,79,0.292,0.574,0,-9.375,1,0.0401,0.12,0.00569,0.0663,0.166,124.344,211240,4
1425,Ferrugem,Pra não dar bandeira - Ao vivo,3Vsl2i4IyKkXlMNBBHrh14,56,0.519,0.793,0,-6.08,1,0.0656,0.455,0.0,0.444,0.748,151.946,213108,4
1426,Júlia & Rafaela,Bem Ou Mal - Ao Vivo Em São Paulo / 2019,6hGeMJjto7PNpbHhBeAEIW,56,0.569,0.607,10,-10.07,0,0.0438,0.325,0.0,0.338,0.49,137.97,159549,4
1427,Lagum,Grato um Tanto,4A6gnDf6eFXGKNmvYitOkY,56,0.718,0.451,4,-9.982,1,0.0288,0.533,3.71e-06,0.338,0.282,101.913,167587,4
1428,Péricles,Insensato Destino / Sonho Meu / Judia de Mim / A Pureza da Flor / Malandro Sou Eu - Ao Vivo,0Wj3aJnRuX0eOM2XjmITO0,56,0.442,0.709,7,-5.705,1,0.0422,0.547,0.0,0.913,0.648,101.82,503349,4
1429,Zé Vaqueiro,Padrão de Elegância,2TeBNGamUIsyxzD6CtTiuD,56,0.755,0.828,7,-5.642,1,0.0407,0.453,0.0,0.0813,0.977,156.081,152189,4
1430,JP Saxe,If The World Was Ending (feat. Julia Michaels),2kJwzbxV2ppxnQoYw4GLBZ,86,0.464,0.473,1,-10.086,1,0.129,0.866,0.0,0.109,0.604,75.801,208687,4
1431,VINNE,Alive,14UnB0LrnWIy5PiD2qPMIA,57,0.729,0.834,7,-4.036,0,0.0355,0.0526,0.0182,0.338,0.546,125.948,169881,4
1432,Padre Marcelo Rossi,Maria Passa à Frente (feat. Gusttavo Lima),1iLunZvT65nyHSRNPNii8H,56,0.541,0.467,0,-9.334,1,0.0321,0.266,0.0,0.225,0.247,139.693,284430,4
1433,Alesso,In The Middle,7JHdotEeGSIbtFuo4dVvsC,71,0.751,0.92,9,-5.618,0,0.0964,0.00504,0.00302,0.127,0.633,122.991,148189,4
1434,Daddy Yankee,Con Calma - Remix,4au7FRcgZzChASRYu279xH,76,0.736,0.868,8,-3.01,0,0.0454,0.166,1.48e-06,0.0419,0.613,94.026,181280,4
1435,Sorriso Maroto,Ruínas - Ao Vivo,6YBGVNANlnUZ6asyGF6tO2,56,0.631,0.683,2,-7.404,1,0.04,0.888,0.0,0.963,0.776,140.052,168182,4
1436,Antony & Gabriel,Desandeiro,6nF518SPVInJZfMwWQe4qy,56,0.731,0.715,7,-6.894,1,0.13,0.117,0.0,0.142,0.587,127.461,162955,4
1437,Tiago Iorc,Desconstrução - Ao Vivo,6AKvhtkFKvi9ejtlKEGX89,56,0.674,0.23,3,-18.014,0,0.0486,0.477,2.18e-05,0.908,0.352,122.018,284706,4
1438,MC L da Vinte,Sentadão,3unTxk7OFAo1mIyL4si9zj,56,0.711,0.379,9,-6.793,1,0.279,0.0885,0.0,0.0944,0.306,132.042,101747,4
1439,Lana Del Rey,California,7oTE1KmtU2ml9zBhv9Reao,73,0.439,0.412,9,-8.096,0,0.0327,0.793,0.0,0.0469,0.179,122.933,305900,4
1440,Steve Aoki,Do It Again,0tMfqwt9V5IZhT8c1QQhZX,60,0.701,0.95,9,-3.026,1,0.0675,0.119,0.00355,0.221,0.477,124.002,176129,4
1441,Rodriguinho,Vaga Lembrança / Pretexto - Ao Vivo,7rRus1tQw1WnLHDpxDJ1SC,56,0.601,0.922,9,-4.229,1,0.0982,0.725,0.0,0.543,0.843,147.043,175488,4
1442,Lana Del Rey,The greatest,6ERZ30cRjVWGtVLhczX9aL,74,0.414,0.23,2,-12.379,0,0.0406,0.942,0.0167,0.173,0.192,78.494,300361,3
1443,MC Rick,Acordar 11 Horas,1btMOk0KDHaOoDVkwZKVVu,56,0.68,0.53,7,-1.402,1,0.396,0.546,0.0,0.0981,0.761,83.707,132989,3
1444,Iggy Azalea,Lola,6hkr5ZGVOt3Z2BNGE6yqpB,73,0.774,0.573,10,-9.098,1,0.14,0.0132,0.0,0.145,0.4,141.885,232123,4
1445,MC Kevin o Chris,Eita Novinha,2LWHnbJOgLblUjD3XsPu7Z,56,0.865,0.439,9,-6.735,0,0.684,0.577,0.0,0.0766,0.903,155.006,180010,4
1446,The Notorious B.I.G.,Hypnotize,6XnhnQ7n2tixESyfEIsafC,2,0.901,0.697,9,-3.439,1,0.28,0.145,0.0,0.287,0.67,93.941,229827,4
1447,The Notorious B.I.G.,Everyday Struggle,3klQaMTLvNZ5CliDSTDDOo,0,0.93,0.711,1,-5.285,0,0.275,0.166,1.61e-05,0.0933,0.482,96.052,319533,4
1448,Wesley Safadão,Vida Que Segue - Ao Vivo,4GUwMaOFC8spTGygqPoe4N,56,0.533,0.899,1,-4.056,0,0.0763,0.0284,0.0,0.269,0.598,158.747,152355,4
1449,DaBaby,VIBEZ,0fySG6A6qLE8IvDpayb5bM,88,0.768,0.652,1,-2.708,0,0.307,0.113,0.0,0.107,0.777,154.187,144935,4
1450,MC Menor da VG,Fogo Na Inveja 3,1cocv1grIssVhtNPCKmBRR,56,0.625,0.397,8,-5.771,0,0.121,0.626,0.0,0.0789,0.491,93.456,235651,5
1451,Henrique & Diego,Amor de Cerveja - Ao Vivo,1hlnk9c1fxbbsiv9PvWePi,56,0.728,0.872,0,-3.434,1,0.0339,0.213,0.0,0.47,0.962,127.952,163423,4
1452,Isaias Saad,Bem Perto - Ao Vivo,4KE3EfxxvBZwoLVB3gHCc2,56,0.4,0.47,11,-7.564,1,0.0274,0.231,1.86e-06,0.117,0.183,140.906,426318,4
1453,Ed Sheeran,Best Part of Me (feat. YEBBA),5ug4vqGZ3eisGhY1IsziNX,77,0.565,0.242,2,-8.367,1,0.0318,0.762,9.3e-06,0.285,0.237,81.657,243267,4
1454,Conan Gray,Maniac,7hpJ9tATWb2vztlq99hERP,81,0.623,0.647,8,-5.438,1,0.04,0.00122,0.0,0.354,0.522,107.987,185787,4
1455,Mc Livinho,Não Perdi Me Livrei,5Nj5fO42HfxJ3TNFUyryW2,56,0.723,0.534,11,-5.999,0,0.7,0.512,0.0,0.207,0.783,131.984,187273,4
1456,Post Malone,Myself,2cvOfKHOHgwQlLiuLKP2xR,81,0.476,0.701,0,-4.234,1,0.0349,0.102,0.0,0.242,0.405,163.882,158120,4
1457,Melanie Martinez,Strawberry Shortcake,57OBlxZRcRyHFdlXlsHP7G,73,0.581,0.62,11,-8.087,0,0.462,0.198,7.18e-05,0.0895,0.512,125.887,184619,5
1458,Cacife Clandestino,Solo,1ZfUzmhmyxfRCEweqgInsx,56,0.759,0.641,6,-6.701,0,0.176,0.324,1.63e-06,0.0883,0.464,129.94,196185,4
1459,Kanye West,Hands On,7r6aR2f57resC5r93LwMfK,79,0.514,0.393,1,-8.72,0,0.529,0.558,0.0,0.282,0.598,78.039,203174,4
1460,Maria Bethânia,A Flor e o Espinho (Citação: Sombras da Água),0A54zBfQV8bBGnxQMoBTq7,56,0.676,0.184,5,-18.179,0,0.155,0.721,1.41e-06,0.098,0.392,87.785,211266,4
1461,BTS,Make It Right,6KUE0HSSudAp9AOycaF6SH,77,0.638,0.703,7,-7.874,1,0.444,0.0104,0.0,0.132,0.261,105.766,226321,4
1462,Danzo,Nike Bolha,4ZUZ08cPAVeWBVBFjT61Gh,56,0.954,0.449,8,-8.177,1,0.411,0.0406,0.0,0.265,0.186,125.056,131370,4
1463,Pineapple StormTv,Vacila,5glXamyFTDXgfTm1ZOUIBS,56,0.594,0.615,7,-7.71,1,0.0941,0.342,0.0,0.101,0.243,87.925,272727,4
1464,Mojjo,Surreal,176Bvu2Kiy0RF0UsE38AdY,56,0.653,0.932,2,-5.34,1,0.04,0.0577,0.039,0.563,0.123,125.014,186270,4
1465,Dilsinho,Telecine (Ao Vivo) - Acústico,58mCA6p55zziyap89IBYtn,56,0.416,0.44,2,-8.451,1,0.0343,0.88,0.0,0.111,0.618,118.842,234851,4
1466,Ed Sheeran,Cross Me (feat. Chance the Rapper & PnB Rock),543bCW2ruMPmxUBWirQ3MR,79,0.746,0.787,4,-6.373,1,0.12,0.214,0.0,0.0669,0.607,95.005,206187,4
1467,Dimitri Vegas & Like Mike,Deeper Love - Yves V Remix,0Dky5NAV3WGrh3T8HUrNIJ,0,0.763,0.633,9,-8.693,0,0.0724,5.82e-05,0.717,0.0961,0.87,127.992,455625,4
1468,Djonga,BENÉ,4scxVwXhNzYS3Fh68wVPLo,56,0.831,0.553,10,-7.702,0,0.413,0.0111,0.0,0.0665,0.595,159.969,228949,4
1469,MC Menor Mr,Sonho de Ser Rico,07PrlzQxo9ZYtomEHJQRuZ,56,0.69,0.488,8,-6.211,1,0.279,0.249,0.0,0.0799,0.858,129.555,214154,4
1470,Atitude 67,Magrela,5GalhpRxrfXIH1M9L84p5B,56,0.713,0.438,2,-9.437,1,0.158,0.166,0.0,0.308,0.653,77.0,215455,4
1471,MOTi,I Don't Wanna,62fA3vtfHHr8I68IZvOQuY,59,0.716,0.685,6,-6.632,1,0.275,0.0931,0.00357,0.258,0.335,124.092,143226,4
1472,FBC,IPHONE,1IgKkFoOyBzkWMcYhg4HKN,56,0.779,0.596,6,-7.571,0,0.292,0.492,0.0,0.237,0.431,134.999,231111,4
1473,Vitão,"Céu Azul - Ao Vivo No Youtube Music Night, Rio De Janeiro / 2019",6YOKT5waNp47YrUPOtdNTt,56,0.366,0.276,6,-12.398,0,0.0321,0.839,0.0,0.63,0.45,115.875,221500,4
1474,Mc Seia Boladão,Joga na minha cara - Remix,3Q5ECFqrTrQIaB12aFnbqT,56,0.65,0.688,11,-5.268,0,0.056,0.215,0.024,0.0657,0.84,174.106,137300,4
1475,Gustavo Mioto,A Lua e Eu - Ao Vivo,72nQRdNPBZyq6jpSBWesut,56,0.547,0.684,8,-3.429,0,0.0579,0.31,0.0,0.986,0.391,167.786,219584,3
1476,Léo & Raphael,Agro É Top,4qtXVpDHuANiCfPIBG03ug,56,0.675,0.914,7,-3.728,1,0.204,0.553,0.0,0.738,0.805,98.024,158632,4
1477,Leonardo Gonçalves,Comigo,7eAm1mBCgg8iC9UIrxCe1U,56,0.521,0.442,5,-10.005,1,0.0254,0.82,0.00194,0.106,0.319,81.05,293019,4
1478,Pedro Paulo & Alex,Novinha Cremosa - Ao Vivo Em Maringá / 2019,11Dk0ZeSzglsKrJ8jmRskk,56,0.815,0.82,7,-6.305,0,0.0738,0.604,0.0,0.34,0.819,139.977,188142,4
1479,Breno & Caio Cesar,Cabide,76yevLjbxT1E6jpPoMBjhV,56,0.795,0.778,10,-8.633,1,0.0637,0.316,0.0,0.152,0.943,134.995,174333,4
1480,Luan Santana,boa memória - ao vivo,79BHjj4YkvbpOlMvG6wf3n,56,0.394,0.498,7,-6.853,1,0.0341,0.759,0.0,0.518,0.4,132.74,214088,4
1481,Nina Fernandes,Arroz Com Feijão,0Qlt4n1htIvapgvePLYoym,56,0.562,0.358,11,-11.903,1,0.0284,0.668,0.0,0.0787,0.379,118.079,247817,4
1482,Wesley Safadão,Eu Ainda Vou Ver (Coração de Pedra) - Ao Vivo,5B9sw3NIdhTIDJfCG3VF9i,56,0.355,0.925,11,-3.69,0,0.065,0.32,0.000326,0.808,0.776,170.056,183983,4
1483,Dilsinho,Terra do Nunca (Ao Vivo),7ypvkqx95nYoisBVSRQIEw,56,0.48,0.68,9,-6.418,1,0.0322,0.762,0.0,0.972,0.453,140.054,225534,4
1484,Jovem Dex,Ma Baby,5rgN5R8GAbPc07U5SfsxXi,56,0.749,0.616,6,-7.302,0,0.0402,0.0927,0.0,0.0796,0.631,98.048,209401,4
1485,Pineapple StormTv,O Que Você Pensa de Mim,0YnUpAwdL1pJZ4MedRbmae,56,0.466,0.614,9,-7.932,0,0.0532,0.407,0.0,0.107,0.337,79.021,215481,4
1486,Diante do Trono,Outra Vez - Ao Vivo,7m7FwYS0hE0qcLa6IzgB0f,56,0.456,0.615,4,-8.188,1,0.0276,0.0679,0.0,0.928,0.266,85.968,419250,4
1487,Os Barões Da Pisadinha,American Pie,6DvQzgvavjCtKRQNuvIkj0,56,0.786,0.935,2,-7.409,1,0.0465,0.686,0.000143,0.0475,0.974,172.129,119353,4
1488,Shevchenko e Elloco,157 de Xoxota,6mAyiPQ9iFh9EXvW01MRtE,55,0.794,0.868,4,-3.797,0,0.338,0.461,0.0,0.0568,0.907,169.985,121000,4
1489,Wesley Safadão,A Vida É Uma Festa,2tN9tPQGQFFFYcSCKdZRUB,56,0.726,0.924,0,-3.001,1,0.0329,0.341,1.38e-06,0.0769,0.941,151.985,180286,4
1490,Ed Sheeran,Remember The Name (feat. Eminem & 50 Cent),0AtP8EkGPn6SwxKDaUuXec,79,0.852,0.666,11,-6.923,0,0.184,0.135,0.0,0.798,0.726,91.046,207760,4
1491,kamaitachi,Morgana,1vVSHlIG32FEqQjZd61oQP,56,0.572,0.399,1,-8.762,1,0.185,0.742,0.0,0.161,0.713,93.745,147601,4
1492,Duke Dumont,Red Light Green Light,5D1zGVDJTOqwaGSzYw5TtP,70,0.811,0.825,2,-5.48,1,0.0654,0.000646,0.517,0.0689,0.95,124.005,211209,4
1493,Froid,Peita de Dar Rolê,6L6bmL05DeGSF2lgOnehhP,56,0.876,0.6,9,-5.56,1,0.212,0.2,0.0,0.114,0.11,135.041,200889,4
1494,Ferrugem,Só uma - Ao vivo,042STNPlNT1Fys9WyoeqDg,55,0.599,0.781,5,-6.327,0,0.0564,0.491,0.0,0.669,0.853,155.923,175837,4
1495,Chemical Surf,Pararam,0eCiCbHblFYUFzWD7TU8fl,58,0.729,0.913,9,-3.929,1,0.0623,0.0161,0.589,0.0461,0.485,125.003,174480,4
1496,Os Barões Da Pisadinha,Liga Pra Sua Ex,20afROj46L7SIMdaKUMEfy,55,0.703,0.844,4,-6.031,0,0.0396,0.535,0.0,0.111,0.964,171.933,136098,4
1497,Why Don't We,Big Plans,3eng6TJxpqjvDkxRpnfnhB,82,0.693,0.604,11,-5.279,1,0.0427,0.0668,0.0,0.114,0.651,75.014,179930,4
1498,Levn Mob,Chainz 2,0cqSKJL7gx99j8ZjbE5u2c,56,0.877,0.535,10,-8.269,1,0.313,0.0326,0.0,0.0545,0.422,156.959,139104,4
1499,MC Igu,Popeye,06cX5CpHPVUYnEJ2UupXXp,56,0.869,0.427,1,-9.774,0,0.178,0.635,0.0,0.0983,0.515,139.978,219906,4
1500,J Balvin,QUE PRETENDES,25ZAibhr3bdlMCLmubZDVt,89,0.639,0.791,10,-4.443,0,0.253,0.0275,0.0,0.362,0.939,92.603,222347,4
1501,Martin Garrix,Home (feat. Bonn),4aTtHoSBB0CuQGA6vXBNyp,75,0.466,0.612,8,-4.855,0,0.0307,0.0655,4.07e-06,0.132,0.236,128.114,239067,4
1502,Wesley Safadão,Doendo Pra Carai - Ao Vivo,1xjsMvo1WNjhSuDqDVfjhs,55,0.731,0.814,6,-5.301,1,0.0446,0.101,0.0,0.272,0.717,125.972,161619,4
1503,Thiaguinho,Coração de Casal - Ao Vivo,5deqdDr1iuX7l9aCUBz6rk,55,0.638,0.68,0,-8.259,1,0.0476,0.63,0.0,0.577,0.425,75.978,202497,4
1504,Dudu,Hong Kong,3CRih5DVncvSXKhKyWp5b8,56,0.887,0.428,9,-11.583,1,0.244,0.187,1.06e-06,0.106,0.411,116.092,106034,4
1505,Aldair Playboy,Pode Me Bloquear,0ijk36AtPKhLldqqkHC94H,56,0.684,0.744,10,-4.638,0,0.0402,0.11,1.21e-05,0.0726,0.712,159.919,188695,4
1506,Alessia Cara,I'm Like A Bird - Recorded at Spotify Studios NYC,2JtSnwYNKOphDrshYL8n4p,70,0.524,0.639,10,-7.18,1,0.103,0.238,0.0,0.0598,0.582,87.998,219960,4
1507,Marginal Supply,Marginais Trap #1,0TlPl8HWxUNFWNEtxB7Ou0,55,0.913,0.612,1,-7.042,1,0.306,0.292,0.000315,0.234,0.32,129.953,243708,4
1508,Israel Novaes,Lapada de Saudade,6D14hiwzMeMV6VlDWJDn0h,55,0.823,0.784,9,-2.859,0,0.0395,0.126,0.0,0.0663,0.964,144.064,160737,4
1509,Bring Me The Horizon,Ludens,2eZjO58Qe9og2xmyfw4qwJ,77,0.295,0.679,1,-6.182,1,0.15,0.000551,5.44e-05,0.165,0.381,197.964,280152,3
1510,Perera DJ,Aventura Noturna,6TCXnLGxBf0K5gXMJYV46b,55,0.835,0.391,6,-9.493,1,0.188,0.0309,0.0,0.107,0.674,145.019,286080,4
1511,Offset,Clout (feat. Cardi B),59ywHNwwchG4nZJMLyxSzd,80,0.919,0.622,1,-7.384,1,0.0997,0.228,4.24e-06,0.122,0.424,140.022,205803,4
1512,KRYPTO9095,Woah (feat. D3Mstreet),5lN7UtvhpwEHzifSjKw3z2,76,0.888,0.522,1,-8.936,1,0.43,0.00739,0.0,0.0452,0.623,144.011,123373,4
1513,L7NNON,Função,0lUDUlWyQp8mIK02GrHGIn,55,0.857,0.495,10,-9.55,1,0.264,0.0167,0.000164,0.0986,0.267,128.898,197209,4
1514,Mc IG,Atrasa Lado,2wAiHLZxVf7L6GZXps4OY1,55,0.648,0.609,6,-6.038,0,0.102,0.444,1.86e-06,0.192,0.195,133.021,193149,4
